Date,Transaction Type,Received Quantity,Received Currency,Sent Quantity,Sent Currency,Fee Currency,Fee Amount,Market Value,Source,Internal Transfer,External ID
2020-01-08T17:14:14.000Z,Income,0.10783,AE,,,,,0.014590744528932791,Binance,FALSE,25d12163-455b-4550-b90e-2b0ce874923c
2020-01-08T18:38:27.000Z,Income,0.3813,CMT,,,,,0.00412963778519574,Binance,FALSE,c3ee9631-808a-49c7-88ca-ae417e056709
2020-01-09T03:00:47.000Z,Income,0.01066,OGN,,,,,0,Binance,FALSE,0d4abc84-b2a2-4c87-bef7-99400fb24df2
2020-01-11T20:14:42.000Z,Income,0.0006191,FTT,,,,,6.552680573384212e-7,Binance,FALSE,b90d3869-7363-4ea1-84c7-e50e9144a06c
2020-01-16T05:32:24.000Z,Income,0.12451179,RUB,,,,,0.0020208263517,Binance,FALSE,d01ce7f7-bb62-469a-9add-7fc84c8fa125
2020-01-16T19:09:08.000Z,Income,0.95817,DREP,,,,,0.00405784995,Binance,FALSE,36fb5a97-5e6d-4ac3-b47c-7e04b60492a2
2020-01-22T12:54:28.000Z,Income,0.00769312,EUR,,,,,0.008536293645120001,Binance,FALSE,28fcbc49-a0fd-48a8-8fb8-3a571a11ff86
2020-01-22T14:36:52.000Z,Income,1.15292,GNT,,,,,0.04920829891725131,Binance,FALSE,c4e88360-a5ef-4749-9659-4311a1713331
2020-01-23T12:14:49.000Z,Income,2.715225,VITE,,,,,0.03331248581316747,Binance,FALSE,dfdca87e-a3fb-4a4e-898f-4ddb0ac80621
2020-01-23T20:10:09.000Z,Income,0.0393518,LSK,,,,,0.02874526025762755,Binance,FALSE,3fd271c7-6225-4546-b7a5-61eb4b7858a7
2020-02-05T02:03:09.000Z,Income,0.01802,WRX,,,,,0,Binance,FALSE,9093ee9a-c28b-4572-8cfd-a9d9500d0951
2020-02-07T07:45:40.000Z,Income,1.1062,FUN,,,,,0.003932541,Binance,FALSE,02af3141-abde-4269-9680-d9a3496a1d9b
2020-02-07T14:22:21.000Z,Income,0.2869,LTO,,,,,0.035977260000000004,Binance,FALSE,f52e24d8-a51e-43df-90d9-2e66de162f1a
2020-02-10T10:04:55.000Z,Income,1.2938,SNT,,,,,0.020775835453678265,Binance,FALSE,1749c514-c59b-4f50-ba1d-9d552a4ceecb
2020-02-11T20:15:56.000Z,Income,0.027726,BUSD,,,,,0.027753725999999996,Binance,FALSE,c8c12c2e-f613-4138-b8b7-525ea4ab0b00
2020-02-12T13:12:18.000Z,Income,0.00005056,XRPBULL,,,,,0.014377482952099173,Binance,FALSE,d9a116ba-db31-4987-a002-ad430aa2d025
2020-02-13T10:18:57.000Z,Income,0.00021806,EOSBEAR,,,,,0,Binance,FALSE,dfadc850-43bb-48db-b0d0-f09b32f68442
2020-02-16T15:45:34.000Z,Income,0.00042491,BEAR,,,,,0.0068070582000000004,Binance,FALSE,29dd8ea2-50fe-4250-85d8-8e807fe27d10
2020-02-17T10:40:10.000Z,Income,0.00051733,EOSBULL,,,,,0,Binance,FALSE,0142bd8c-3b8d-4014-a719-4608d0e98973
2020-02-18T21:45:51.000Z,Income,3.3e-7,XRPBEAR,,,,,0,Binance,FALSE,a6271a40-50fa-4603-b953-3ec82b9772c9
2020-02-20T09:00:20.000Z,Income,0.00122387,ETHBEAR,,,,,0,Binance,FALSE,6401e25d-dd12-4c58-8771-2cb8d923a218
2020-02-21T16:27:12.000Z,Income,1.1174,MBL,,,,,0.003849443,Binance,FALSE,6daaf9f3-9d21-4d84-9579-56dcc48206cf
2020-02-25T14:41:16.000Z,Income,0.00000331,ETHBULL,,,,,0,Binance,FALSE,ea0dc10d-4efe-4f50-b210-0f1cfa901319
2020-03-03T05:11:48.000Z,Income,0.08834,COTI,,,,,0.0021840006140258425,Binance,FALSE,d9951016-3458-490f-8f16-58f2bd5012c6
2020-03-04T15:21:52.000Z,Income,0.00001261,BULL,,,,,0,Binance,FALSE,c55be2c9-432b-4b24-8cd8-9d598eef415f
2020-03-11T10:05:00.000Z,Income,0.00077337,BNBBEAR,,,,,0.12329800446197688,Binance,FALSE,6b784c49-b7ce-4a74-ba90-d686e3cd6c31
2020-03-13T05:51:06.000Z,Income,0.00101318,BNBBULL,,,,,0.0428879094,Binance,FALSE,f6d3c26d-48a7-4ec7-97ac-f29e24d83a57
2020-03-25T14:55:23.000Z,Income,0.236857,STPT,,,,,0.004533442980000001,Binance,FALSE,c3a192d4-3575-44df-a693-d2020df49c77
2020-04-01T16:15:14.000Z,Income,1.7686413,XPR,,,,,0,Binance,FALSE,c3f5c4ff-3c27-4b22-b077-e12dfb7cffb2
2020-04-02T11:48:53.000Z,Income,1.97169,TCT,,,,,0.009931323529148063,Binance,FALSE,afe46b2d-10f4-4ae6-9809-ae7f5c687c73
2020-04-10T03:56:06.000Z,Income,45.45454545,SOL,,,,,37.904545450754995,Binance,FALSE,53e2b905-217d-4433-8b70-9cb2fc878381
2020-04-17T09:01:42.000Z,Income,40.36,IDRT,,,,,0.0026052379999999997,Binance,FALSE,61b19426-6e15-45a2-95cf-1e550ae3ca3b
2020-04-23T02:47:03.000Z,Income,0.23247,CTSI,,,,,0,Binance,FALSE,65f8f675-72fe-47cb-b31f-09d5aaa2c228
2020-04-27T05:00:15.000Z,Income,0.0413813,HIVE,,,,,0.03385817966,Binance,FALSE,e6f4091f-0067-4c13-9641-0656da009846
2020-04-28T02:50:30.000Z,Income,0.0193478,ZAR,,,,,0.0010400216412,Binance,FALSE,f4120a3b-d460-443b-8da8-5729a890f0a8
2020-05-07T16:01:27.000Z,Income,0.205,CHR,,,,,0.00584455,Binance,FALSE,67d31aea-3880-4e42-be63-12e50c992f38
2020-06-05T19:48:16.000Z,Income,3.859084,MSDT,,,,,0.04137650935150352,Binance,FALSE,cd5c2699-ce8b-4481-b089-ccee2a2df3ed
2020-06-06T09:01:34.000Z,Income,0.0160679,BTCDOWN,,,,,0,Binance,FALSE,8c6e2e74-0ae2-4959-a6c7-d7a673eb583e
2020-06-08T10:50:04.000Z,Income,0.0007954,BTCUP,,,,,0,Binance,FALSE,da45e59e-1753-4429-97f1-34a049897c17
2020-06-10T07:27:27.000Z,Income,82.50717,STMX,,,,,0.24188015772160235,Binance,FALSE,8209db8a-e28e-4a22-b0e2-f50d3411363d
2020-06-19T06:46:48.000Z,Income,1.45427,PNT,,,,,0,Binance,FALSE,c29d509e-4220-47d1-b50c-1f037648d747
2020-06-22T21:54:06.000Z,Income,0.147,DGB,,,,,0.003149034047124878,Binance,FALSE,4377c2ca-a6e0-48c3-ade8-e3c5e05ec54f
2020-06-23T08:58:22.000Z,Income,0.02438302,JST,,,,,0.00012896179278,Binance,FALSE,736a1ffc-4f96-4518-b10b-474cbc042ab7
2020-06-28T16:02:59.000Z,Income,0.00002178,COMP,,,,,0.0054192033395899,Binance,FALSE,0857d053-f41c-4c9f-a656-ebf3156b73f3
2020-06-28T19:54:57.000Z,Income,0.026,BGBP,,,,,,Binance,FALSE,e2502449-471a-4147-91ec-9abc5b80139b
2020-07-06T06:20:44.000Z,Income,1.1928,NGN,,,,,0.0030786168,Binance,FALSE,90f72663-80e3-4443-ac0b-cec6e9fe06cf
2020-07-07T16:52:39.000Z,Income,0.0194,SXP,,,,,0.01202606,Binance,FALSE,a9cb00f2-4b9f-49ac-89f1-a799e42bf310
2020-07-08T11:16:12.000Z,Income,0.102668,GBP,,,,,0.128762304216,Binance,FALSE,6a3fe50f-ac5d-46b0-a884-be4962a2527e
2020-07-10T08:20:55.000Z,Income,0.1228668,SNX,,,,,0.3568157405683169,Binance,FALSE,5dc50b70-8a43-4072-96f7-283a6182da37
2020-07-11T13:13:00.000Z,Income,6.1168,BKRW,,,,,0.005144840479999999,Binance,FALSE,7724aa11-910a-440a-a37a-af617d682821
2020-07-13T11:33:47.000Z,Income,21.98,BIDR,,,,,0.0015339841999999998,Binance,FALSE,40b5e02a-8154-442b-8a40-789c285d62af
2020-07-21T15:19:29.000Z,Income,0.51,IRIS,,,,,0.0250614,Binance,FALSE,4ce0fe3b-8d6d-4579-aea2-dc2952ddc312
2020-07-23T14:00:26.000Z,Income,0.0152,DAI,,,,,0.015678875142773732,Binance,FALSE,db4d4323-cf9e-4694-a817-f5b323719ff9
2020-07-23T14:03:56.000Z,Income,0.00000255,MKR,,,,,0.0014222073033433229,Binance,FALSE,6e322378-2cd1-4b8b-a83d-545f15608a33
2020-07-24T11:55:27.000Z,Income,0.2548,RUNE,,,,,0.16796416000000003,Binance,FALSE,9513ad18-7f8a-432e-86a2-80ef4f24468e
2020-07-25T10:22:02.000Z,Income,0.010744,ETHDOWN,,,,,0.07396169600000001,Binance,FALSE,b1e30cb8-d815-499e-8fc2-58b5bceb3162
2020-07-31T23:52:53.000Z,Income,0.2028,FIO,,,,,0.06505824,Binance,FALSE,5a650790-d242-46a9-94da-b4b2c7dee49d
2020-08-05T15:38:56.000Z,Income,0.029584,AVALA,,,,,0.066623168,Binance,FALSE,9c6a944b-0a62-4e4b-9afd-792ade9af54b
2020-08-06T12:07:29.000Z,Income,0.000532,LINKDOWN,,,,,0.0025695600000000002,Binance,FALSE,d3337297-8e63-46eb-a111-84b486faff97
2020-08-07T17:38:52.000Z,Income,0.010204,LINKUP,,,,,0.093131908,Binance,FALSE,56418f4f-39b5-4089-98c6-790a7acc582b
2020-08-09T01:21:34.000Z,Income,0.003084,BAL,,,,,0.0527364,Binance,FALSE,d05a4fdc-2d79-4eb8-8ea8-0da672e7806d
2020-08-09T17:15:25.000Z,Income,0.008216,XTZUP,,,,,0,Binance,FALSE,d33dae4c-2d6d-462c-86a3-745e30969b29
2020-08-10T15:04:48.000Z,Income,7.6e-7,YFI,,,,,0.0043749324,Binance,FALSE,06b9cd81-3fd2-4810-ab05-d36d1b74d1df
2020-08-11T13:56:59.000Z,Income,0.00294,SRM,,,,,0,Binance,FALSE,9f39983e-f520-48c3-af09-4edd09e8fbf1
2020-08-13T03:46:15.000Z,Income,0.00408,ANT,,,,,0.032200044052398326,Binance,FALSE,01b9c44f-f2cd-4f71-a678-cdd51f1dd14f
2020-08-14T13:00:29.000Z,Income,0.0784,SAND,,,,,0,Binance,FALSE,2797dc30-e46e-4a1c-862c-041f9b2c2823
2020-08-15T05:08:31.000Z,Income,0.00258,CRV,,,,,0.0304698,Binance,FALSE,ce29476a-2f6a-4c90-8a74-78691c64459b
2020-08-17T11:31:37.000Z,Income,0.0008,OCEAN,,,,,0.0005284,Binance,FALSE,92e5bd74-cbcb-4436-853e-dc91c25c720c
2020-08-18T23:41:08.000Z,Income,0.0112,DOT,,,,,0,Binance,FALSE,b9c58be0-2855-4dc4-99a8-df4c4267f576
2020-08-19T13:07:03.000Z,Income,0.0136,LUNA,,,,,0.0070100514908724544,Binance,FALSE,0b6e79f1-a79c-4efb-8269-909c642805b9
2020-08-20T21:37:14.000Z,Income,0.0000696,NMR,,,,,0.0033296081775810353,Binance,FALSE,bad8dd5a-59d5-477b-8fe2-34b8d038ba8b
2020-08-25T22:56:06.000Z,Income,0.4276,RSR,,,,,0.011917211999999998,Binance,FALSE,17e760b4-39d6-49cb-a37a-f88a0184053e
2020-08-27T10:00:57.000Z,Income,0.0005768,WNXM,,,,,0.028181620201684965,Binance,FALSE,fc82ad71-6e37-45bd-a2f9-cc84efb0d92d
2020-08-27T15:42:49.000Z,Income,0.8648,IDEX,,,,,0.09287952,Binance,FALSE,33a705ce-96c4-42ea-a526-1413eca39528
2020-08-28T00:23:52.000Z,Income,0.0009772,TRB,,,,,0.05368736799999999,Binance,FALSE,298dfa7e-f258-4dde-b41f-f1e06db9f443
2020-08-29T13:01:06.000Z,Income,0.0504,BZRX,,,,,0.052763205749247845,Binance,FALSE,39e0c036-277b-48cb-9885-fd80f44b67fb
2020-09-01T07:24:30.000Z,Income,0.0107356,EGLD,,,,,0,Binance,FALSE,c33daa3c-f505-42de-875d-d1d1c3dd50c8
2020-09-01T11:08:14.000Z,Income,0.00001563,YFII,,,,,0,Binance,FALSE,bb4a7767-2bae-4cc4-9a0e-51e15dfb40eb
2020-09-01T11:10:18.000Z,Income,0.00228,SUSHI,,,,,0,Binance,FALSE,8272f3a2-7f92-4713-88d1-9be12d58a79a
2020-09-02T11:00:26.000Z,Income,0.0006804,KSM,,,,,0.0361289659707736,Binance,FALSE,d3a98fec-a515-451a-bf05-e419748a6985
2020-09-02T15:18:10.000Z,Income,0.01678,DIA,,,,,0.06933495999999999,Binance,FALSE,16352238-c785-490f-9eec-ebc5df006300
2020-09-03T15:34:59.000Z,Income,0.000836,ADADOWN,,,,,0.00912076,Binance,FALSE,ef0a94d5-00a3-49db-a4b3-57a443fbc491
2020-09-09T19:46:56.000Z,Income,0.0102984,UMA,,,,,0.166010208,Binance,FALSE,dee1c604-250e-488b-a2c8-b7f6a07ea20a
2020-09-10T08:28:17.000Z,Income,0.007936,TRXUP,,,,,0,Binance,FALSE,2a753401-5612-4d0e-b6b0-857562303cbf
2020-09-12T09:38:52.000Z,Income,30.063728,NBS,,,,,0,Binance,FALSE,2d2f3eea-ef91-4613-9b9b-141218484923
2020-09-12T12:22:44.000Z,Income,0.0014883,BNBDOWN,,,,,0.006798554399999999,Binance,FALSE,b9162801-c6e0-4fc4-98dd-54934acb1a9b
2020-09-15T08:54:16.000Z,Income,0.0016031,BEL,,,,,0.0100867052,Binance,FALSE,74bfd73f-cae1-4ed2-93ce-d11b044f3275
2020-09-15T15:35:26.000Z,Income,0.0013325,BNBUP,,,,,0.02401165,Binance,FALSE,e40ba87c-4a97-4f99-83db-3426f42d4865
2020-09-16T04:33:32.000Z,Income,0.000246,WING,,,,,0.0224844,Binance,FALSE,66c28ae4-6bdd-4d56-8c1b-e51072d8892d
2020-09-17T03:37:31.000Z,Income,0.00533,UNI,,,,,0.022519249999999998,Binance,FALSE,18cd0221-9fa0-4dd9-a8a2-d56911690ee0
2020-09-17T12:55:20.000Z,Income,0.0012341,ADAUP,,,,,0.0041441078,Binance,FALSE,7c56d0d8-b76c-45a4-a234-48c66e525bc1
2020-09-21T14:37:58.000Z,Income,0.01107,OXT,,,,,0.0040016127717483595,Binance,FALSE,b91f9219-6eec-4889-baf8-a881fd769485
2020-09-22T07:42:26.000Z,Income,0.003198,AVAX,,,,,0.021829547999999997,Binance,FALSE,a03095f0-ecbc-401b-89ba-e1f183d8524e
2020-09-25T11:26:47.000Z,Income,0.0174742,HNT,,,,,0.035175564599999994,Binance,FALSE,545b3a9a-4cd5-4e9b-8df0-7c60e33239e5
2020-09-27T23:39:43.000Z,Income,0.00000759,WBTC,,,,,0.0827754774,Binance,FALSE,80de9512-bbf0-4f4f-917a-5c0f59212126
2020-09-28T07:00:13.000Z,Income,0.0782034,FLM,,,,,,Binance,FALSE,f157f336-34af-4815-b080-86eb1c8b8902
2020-09-29T06:54:53.000Z,Income,0.73148,SCRT,,,,,0.013971268,Binance,FALSE,acd3dc2d-7d49-4498-a5fa-7e932f95066d
2020-09-30T11:36:31.000Z,Income,0.0025051,ORN,,,,,0.0081791515,Binance,FALSE,ea226197-3423-4d1d-8dda-88ee323d4309
2020-10-06T05:04:21.000Z,Income,0.0117875,XVS,,,,,0,Binance,FALSE,7a6907c0-0b5d-41c1-9a0e-94e48fc7b963
2020-10-09T09:30:13.000Z,Income,0.00984,UTK,,,,,0.0012421760238328122,Binance,FALSE,364f8df9-d105-437c-9306-71a87250fc41
2020-10-09T10:39:18.000Z,Income,0.00041,SUN,,,,,,Binance,FALSE,c613dcaa-b6b6-47f6-ac1f-df65657dabac
2020-10-09T14:00:25.000Z,Income,0.0063919,VIDT,,,,,0.00320617704,Binance,FALSE,19bb2e20-ff83-454c-a92d-1f3fa1590be6
2020-10-10T05:01:21.000Z,Income,0.048913,ALPHA,,,,,0,Binance,FALSE,385d056d-093b-47e0-8955-920b66c2e2aa
2020-10-13T10:35:27.000Z,Income,0.0493845,CAKE,,,,,0.04767085785,Binance,FALSE,38073bbd-98c2-4162-bc08-b60993a58e5c
2020-10-13T10:51:32.000Z,Income,0.71848924,AAVE,,,,,37.347070695199996,Binance,FALSE,cc830a93-1f6a-4e43-b765-c85ba504b630
2020-10-14T14:01:53.000Z,Income,2.9174288,NEAR,,,,,3.5424285303485683,Binance,FALSE,56505fa7-67b7-48d7-856b-bd0751096c1a
2020-10-14T17:56:33.000Z,Income,0.0315413,UNIUP,,,,,0.1588104455,Binance,FALSE,0c0d6b34-d833-4e5e-8e94-7ea43d52c21b
2020-10-15T17:28:50.000Z,Income,0.0019106,FIL,,,,,0.1398855364845965,Binance,FALSE,03b18bbe-f838-4b46-a178-46eefcec99ca
2020-10-21T04:09:12.000Z,Income,0.068019,INJ,,,,,0.05391970199857048,Binance,FALSE,077a1e42-bd54-400b-b69f-88953dfb00b5
2020-10-23T14:49:58.000Z,Income,0.0158219,EASY,,,,,0,Binance,FALSE,8d777942-6a47-41f9-81de-68fbb66bb230
2020-10-24T06:02:10.000Z,Income,0.167034,AUDIO,,,,,0.037483565693742366,Binance,FALSE,9f61f01b-e980-48c0-83a1-09a61ac2ad0e
2020-10-27T08:02:15.000Z,Income,0.0020828,CTK,,,,,0,Binance,FALSE,758a4a75-d68c-4745-b9f9-a7f13b4b075d
2020-10-27T08:32:06.000Z,Income,7.99049,IQ,,,,,0.032956345055820555,Binance,FALSE,d09fa760-cf76-4acf-b346-ab90ab7237e0
2020-11-05T13:42:48.000Z,Income,0.0034251,YFIUP,,,,,,Binance,FALSE,11f38db2-2028-4a80-b5a2-a218f767d86a
2020-11-05T18:59:25.000Z,Income,0.0008358,DOTUP,,,,,0.005689880380394874,Binance,FALSE,b47e591e-5a48-496a-aea9-da905274f2cb
2020-11-06T12:10:07.000Z,Income,0.0015162,FILUP,,,,,,Binance,FALSE,cb812746-c69b-41f3-b67c-1f7106c2c9ac
2020-11-06T13:38:26.000Z,Income,0.0042066,UNIDOWN,,,,,0.048544163999999994,Binance,FALSE,6809e832-5377-4ca6-a0dd-f0d3f00d1567
2020-11-08T09:14:59.000Z,Income,0.109019,AXS,,,,,0.020631468134102177,Binance,FALSE,96eaa9a8-942b-42d5-bc84-91d51f7a621c
2020-11-09T16:49:34.000Z,Income,0.04982414,UAH,,,,,0.0017724439563600002,Binance,FALSE,bced0b4f-44d4-4148-96d9-57db4d2fd8f1
2020-11-10T02:35:09.000Z,Income,0.004674,HARD,,,,,0.0029400568575422355,Binance,FALSE,e08db58d-a48a-4f02-ad19-a3af1c13768b
2020-11-10T16:06:39.000Z,Income,3.29107,SLP,,,,,0.19065805306404274,Binance,FALSE,82a3f528-dfbc-4371-8225-90c66628ef16
2020-11-10T17:50:12.000Z,Income,0.5125,SPARTA,,,,,0.024808667705742624,Binance,FALSE,bfab7140-9dad-4d50-bf9c-0a738a97af5b
2020-11-11T19:15:13.000Z,Income,0.51004,AKRO,,,,,0.006673278324774494,Binance,FALSE,0cb21649-3bd9-460a-a85c-714932e9fda4
2020-11-13T05:17:48.000Z,Income,0.475623,BRL,,,,,0.08713915079345785,Binance,FALSE,65588da1-1087-41ad-a589-3e953bb36b66
2020-11-15T15:20:25.000Z,Income,0.0080278,YFIDOWN,,,,,,Binance,FALSE,c91ada67-37de-4f2e-b23a-73512b145d8f
2020-11-16T12:02:02.000Z,Income,0.5244687,STRAX,,,,,0.23239208097,Binance,FALSE,0313d334-ca7f-46b2-a58a-b13112bc058f
2020-11-16T15:57:22.000Z,Income,0.00714139,BCHA,,,,,0.10344857692197261,Binance,FALSE,36d173c8-622b-4ec4-bfce-21dd0442d467
2020-11-17T09:22:15.000Z,Income,0.0000252,ETHUP,,,,,0.0006732791880577334,Binance,FALSE,609ed45f-7ad0-4807-a50e-3f2e59713243
2020-11-18T15:01:21.000Z,Income,0.04797,FRONT,,,,,0.013936459824045368,Binance,FALSE,4f1b86e0-4d45-448c-8cfd-3829900cdf4d
2020-11-19T04:36:29.000Z,Income,0.0041984,SWRV,,,,,0.0033591888603041555,Binance,FALSE,2ae031c2-ed2b-48ff-b7b9-f28105dd9251
2020-11-19T13:40:19.000Z,Income,0.502045,ROSE,,,,,0.02104045452946868,Binance,FALSE,f63fe3e3-65f2-4f48-80a5-8c9f26a56f98
2020-11-19T19:00:56.000Z,Income,0.0308935,UNFI,,,,,0.1208614219407393,Binance,FALSE,672ca491-cf91-4ed6-8829-6a4efe4b97e4
2020-11-24T06:09:45.000Z,Income,0.0238292,SXPUP,,,,,0.06835337731486375,Binance,FALSE,32c988c0-8e92-48c9-8b5d-e6df9d8e47b5
2020-11-24T10:04:02.000Z,Income,0.0034276,EOSDOWN,,,,,0.013658986,Binance,FALSE,d9051d2f-708b-4d1c-aeba-cf56b8348c02
2020-11-24T11:19:51.000Z,Income,0.0002255,XRPUP,,,,,0.013727415275729841,Binance,FALSE,ee59d698-1aff-49a8-be96-17c240912d27
2020-11-25T06:03:11.000Z,Income,0.0895932,XRPDOWN,,,,,0.03109443392954473,Binance,FALSE,7682b692-5bc5-4dad-85b6-c6b7e8a2192a
2020-11-27T01:20:50.000Z,Income,0.00034645,KP3R,,,,,0.06495917654841074,Binance,FALSE,45087043-a034-47d0-8bf3-aaba74812748
2020-11-27T07:43:45.000Z,Income,0.0004284,AAVEUP,,,,,,Binance,FALSE,a30afe9c-6b5a-40d5-a457-6cbeab8d48c5
2020-11-27T09:36:01.000Z,Income,0.02714607,AUD,,,,,0.020031087731156347,Binance,FALSE,0248a926-cd28-468f-bb45-73bdc7f9e6b2
2020-11-29T08:35:24.000Z,Income,0.70807,BAKE,,,,,0.009287038127185468,Binance,FALSE,536d1ca2-6b25-44d9-ad3b-8570bd77e3b1
2020-12-01T02:11:26.000Z,Income,0.06068,SKL,,,,,0.005105869159116832,Binance,FALSE,19726485-2268-4047-9e29-7aa960752f17
2020-12-02T19:20:00.000Z,Income,0.004879,LTCDOWN,,,,,0.0040485942,Binance,FALSE,28bfd29e-be20-4da2-aa1e-920bd9b57bfd
2020-12-05T05:16:15.000Z,Income,0.00001289,COVER,,,,,0,Binance,FALSE,236e30de-c942-4765-9c0d-7b9902098366
2020-12-08T14:35:35.000Z,Invalid,0.0009676,CREAM,,,,,,Binance,FALSE,33e4b611-a149-4898-960c-929f9dff3960
2020-12-08T16:56:09.000Z,Income,0.0068,GLM,,,,,0.0008384258746139799,Binance,FALSE,812f4f88-0879-4850-acc0-a24196cc4e04
2020-12-11T07:11:29.000Z,Income,0.01763,GHST,,,,,0.010941054670732002,Binance,FALSE,b7d73996-9959-417f-9c4f-4934bef4203a
2020-12-16T21:49:36.000Z,Income,0.00001435,BOT,,,,,0.006619942,Binance,FALSE,7183df89-73ea-471f-9082-a9c404c22f54
2020-12-17T20:30:11.000Z,Income,0.273347,GRT,,,,,0.039392304044325185,Binance,FALSE,c131037a-7772-48bb-bbc9-98ce29f2afca
2020-12-20T21:47:17.000Z,Income,0.40508,FOR,,,,,0.007967906703101794,Binance,FALSE,6a9a74b1-1ab3-4144-8fa8-a2bd6cacb9fe
2020-12-21T06:00:24.000Z,Income,0.00152028,PSG,,,,,0.03171468111106533,Binance,FALSE,03a5b1dc-6e46-4896-b4c1-245f305c4ff3
2020-12-21T06:00:50.000Z,Income,0.00077777,JUV,,,,,0.022546866929833004,Binance,FALSE,8236833e-67d3-4b54-85f4-25183bdabf47
2020-12-21T11:49:28.000Z,Income,100,TWT,,,,,9.334255731353,Binance,FALSE,5c9384d3-1436-4f97-b4ba-c725219afb1a
2020-12-25T08:30:44.000Z,Income,0.0150798,1INCH,,,,,0.04023054312277352,Binance,FALSE,899cdb92-1944-4102-8336-af32fad7612b
2020-12-28T07:19:10.000Z,Income,0.0336446,DOTDOWN,,,,,0.04676599399999999,Binance,FALSE,e9a3fd57-b98c-4faa-ab25-3fc4c075e275
2020-12-28T12:01:19.000Z,Income,0.0077754,CBK,,,,,,Binance,FALSE,71082dc4-cf7c-4137-b03c-1732f9dedf4f
2020-12-29T06:00:14.000Z,Income,1.30134,REEF,,,,,0.03631319395627241,Binance,FALSE,bc28de0c-a8b8-46b8-9c1d-25e50c34da6f
2020-12-30T07:18:08.000Z,Income,0.00203811,OG,,,,,0.023589399423825173,Binance,FALSE,9f73f651-6643-4a05-988d-24244f90444b
2020-12-30T15:01:32.000Z,Income,0.00082,ATM,,,,,0,Binance,FALSE,33cbc60f-fff7-4c14-98ef-e38a3fedee99
2021-01-01T15:01:32.000Z,Income,0.00072915,COVEROLD,,,,,,Binance,FALSE,d91a4368-9a45-4536-a015-2e3001ab3563
2021-01-01T17:05:10.000Z,Income,0.00896506,ASR,,,,,0.06410503848672235,Binance,FALSE,47fd5ddf-f6b3-4ec1-966f-f4bd9a443c88
2021-01-05T05:20:44.000Z,Income,0.0927297,EOSUP,,,,,0.3104590356,Binance,FALSE,062a5b79-0dd9-4524-9099-4fd46236732d
2021-01-05T08:55:51.000Z,Income,0.0108035,CELO,,,,,0.03322120477091791,Binance,FALSE,16d0229c-8df7-413b-ad10-4894c97f6142
2021-01-06T15:42:23.000Z,Income,0.0071627,XLMUP,,,,,,Binance,FALSE,0ec37698-dd11-442d-9d96-2491f81663a5
2021-01-06T17:19:14.000Z,Income,0.0000057,PAXG,,,,,0.01108857069655553,Binance,FALSE,e581ed02-7710-4d14-8410-f5ece503899d
2021-01-07T00:22:50.000Z,Income,0.1300397,SUSD,,,,,0.130254857557044,Binance,FALSE,d2bda92b-dad2-476a-8037-ed6d204df599
2021-01-07T10:15:43.000Z,Income,0.1546356,XLMDOWN,,,,,,Binance,FALSE,044ac83e-ca03-4803-bd4a-5798e0542f40
2021-01-09T08:46:10.000Z,Income,0.012054,SUSHIUP,,,,,,Binance,FALSE,b813faef-2a87-4659-a006-6160074429d7
2021-01-13T06:00:11.000Z,Income,0.002952,BTCST,,,,,0,Binance,FALSE,d004a4e9-353c-45ed-996e-9db4e5fa11f2
2021-01-14T07:13:21.000Z,Income,0.1257634,SUSHIDOWN,,,,,,Binance,FALSE,c8290e99-4583-4553-8660-f4b051b08fc5
2021-01-14T08:52:22.000Z,Income,0.0001517,LTCUP,,,,,0.005182071999999999,Binance,FALSE,96343578-361a-4afa-b33f-fdad8034f456
2021-01-14T14:34:27.000Z,Income,2.10020409,RIF,,,,,0.46513937702690694,Binance,FALSE,7f0302b4-afbf-4ee5-bd9c-cdd1305ebf29
2021-01-15T18:53:09.000Z,Income,0.00041,HEGIC,,,,,0.0001080005009037234,Binance,FALSE,9aeaf0b3-0f06-43d7-8598-b2bbce0e90b2
2021-01-16T19:02:57.000Z,Income,2.5e-7,RENBTC,,,,,0.009185051165490229,Binance,FALSE,cfb4fbb7-172e-4932-bfaf-33ee5667389a
2021-01-19T07:04:14.000Z,Income,0.187452,TRU,,,,,0.06182747151326363,Binance,FALSE,fad42fdc-4105-4b91-b020-59561233d009
2021-01-21T18:41:54.000Z,Income,0.04346,AERGO,,,,,0.002067763359557051,Binance,FALSE,8420f34c-2db5-4edf-acca-306a2d7d12e6
2021-01-22T01:59:40.000Z,Income,0.9271535,AAVEDOWN,,,,,,Binance,FALSE,55733e46-4a14-4ecf-a17f-b83d354d4998
2021-01-24T20:41:42.000Z,Income,0.0101557,TRXDOWN,,,,,0.0237541823,Binance,FALSE,dc9cb9c9-7a03-4304-9c39-343007ddff05
2021-01-25T17:54:40.000Z,Income,0.006683,BURGER,,,,,0.0049701471,Binance,FALSE,5ed772cf-d65f-45fd-82d6-d714a8c2cd6a
2021-01-27T01:30:20.000Z,Income,1.191706,SXPDOWN,,,,,0.007205054476,Binance,FALSE,0d5d7b87-9726-4fad-9a8f-0f80cbb91c8e
2021-01-28T08:27:46.000Z,Income,0.45309875,FIRO,,,,,1.8466810439804326,Binance,FALSE,335f49e3-f477-4975-9365-127a756d6cad
