Date and Time,Transaction Type,Sent Quantity,Sent Currency,Sending Source,Received Quantity,Received Currency,Receiving Destination,Fee,Fee Currency,Exchange Transaction ID,Blockchain Transaction Hash
2021-01-06T15:42:23.000Z,Income,,,,0.0071627,XLMUP,Binance,,,,
2021-01-06T17:19:14.000Z,Income,,,,0.0000057,PAXG,Binance,,,,
2021-01-07T00:22:50.000Z,Income,,,,0.1300397,SUSD,Binance,,,,
2021-01-07T10:15:43.000Z,Income,,,,0.1546356,XLMDOWN,Binance,,,,
2021-01-09T08:46:10.000Z,Income,,,,0.012054,SUSHIUP,Binance,,,,
2021-01-13T06:00:11.000Z,Income,,,,0.002952,BTCST,Binance,,,,
2021-01-14T07:13:21.000Z,Income,,,,0.1257634,SUSHIDOWN,Binance,,,,
2021-01-14T08:52:22.000Z,Income,,,,0.0001517,LTCUP,Binance,,,,
2021-01-14T14:34:27.000Z,Income,,,,2.10020409,RIF,Binance,,,,
2021-01-15T18:53:09.000Z,Income,,,,0.00041,HEGIC,Binance,,,,
2021-01-16T19:02:57.000Z,Income,,,,0.00000025,RENBTC,Binance,,,,
2021-01-19T07:04:14.000Z,Income,,,,0.187452,TRU,Binance,,,,
2021-01-21T18:41:54.000Z,Income,,,,0.04346,AERGO,Binance,,,,
2021-01-22T01:59:40.000Z,Income,,,,0.9271535,AAVEDOWN,Binance,,,,
2021-01-24T20:41:42.000Z,Income,,,,0.0101557,TRXDOWN,Binance,,,,
2021-01-25T17:54:40.000Z,Income,,,,0.006683,BURGER,Binance,,,,
2021-01-27T01:30:20.000Z,Income,,,,1.191706,SXPDOWN,Binance,,,,
2021-01-28T08:27:46.000Z,Income,,,,0.45309875,FIRO,Binance,,,,
2021-01-29T08:17:56.000Z,Income,,,,71.66267,CKB,Binance,,,,
2021-02-02T04:10:23.000Z,Income,,,,0.0367237,DF,Binance,,,,
2021-02-03T09:03:50.000Z,Income,,,,0.0191183,PROS,Binance,,,,
2021-02-04T06:00:33.000Z,Income,,,,0.0013325,LIT,Binance,,,,
2021-02-05T12:38:56.000Z,Income,,,,0.00462866,VAI,Binance,,,,
2021-02-08T13:05:06.000Z,Income,,,,0.0679821,SFP,Binance,,,,
2021-02-12T13:34:06.000Z,Income,,,,0.00000451,BETH,Binance,,,,
2021-02-18T09:00:16.000Z,Income,,,,0.0016072,FXS,Binance,,,,
2021-02-19T10:00:01.000Z,Income,,,,0.008487,DODO,Binance,,,,
2021-02-20T07:11:56.000Z,Income,,,,0.0104263,CVP,Binance,,,,
2021-02-23T07:01:28.000Z,Income,,,,0.145265,AUCTION,Binance,,,,
2021-02-23T09:09:52.000Z,Income,,,,0.0580724,UFT,Binance,,,,
2021-02-24T16:54:03.000Z,Income,,,,0.00022017,ACM,Binance,,,,
2021-02-25T09:22:59.000Z,Income,,,,0.01353,PHA,Binance,,,,
2021-02-26T09:00:51.000Z,Income,,,,0.0095038,TVK,Binance,,,,
2021-03-03T21:10:21.000Z,Income,,,,0.00095448,DEXE,Binance,,,,
2021-03-04T15:13:10.000Z,Income,,,,0.01164195,BADGER,Binance,,,,
2021-03-08T09:02:12.000Z,Income,,,,0.0516559,OM,Binance,,,,
2021-03-10T11:01:23.000Z,Income,,,,0.00032964,DEGO,Binance,,,,
2021-03-13T11:04:18.000Z,Income,,,,0.1611751,POND,Binance,,,,
2021-03-15T06:00:08.000Z,Income,,,,0.0027511,ALICE,Binance,,,,
2021-03-16T09:02:44.000Z,Income,,,,0.00001069,BIFI,Binance,,,,
2021-03-18T12:00:03.000Z,Income,,,,0.71914,LINA,Binance,,,,
2021-03-19T08:00:42.000Z,Income,,,,0.00115087,PERP,Binance,,,,
2021-03-22T09:00:00.000Z,Income,,,,0.0089011,RAMP,Binance,,,,
2021-03-25T00:00:46.000Z,Income,,,,0.00176054,FIS,Binance,,,,
2021-03-25T17:18:28.000Z,Income,,,,0.080606,SUPER,Binance,,,,
2021-03-26T17:42:01.000Z,Income,,,,2.1578915,FILDOWN,Binance,,,,
2021-03-29T11:02:57.000Z,Income,,,,0.02159962,CFX,Binance,,,,
2021-04-02T09:00:48.000Z,Income,,,,0.01102572,EPS,Binance,,,,
2021-04-02T11:05:21.000Z,Income,,,,0.00006673,AUTO,Binance,,,,
2021-04-07T13:00:02.000Z,Income,,,,0.0224516,TKO,Binance,,,,
2021-04-08T07:03:53.000Z,Income,,,,11.25067121,PUNDIX,Binance,,,,
2021-04-09T13:55:33.000Z,Income,,,,0.3698569,XTZDOWN,Binance,,,,
2021-04-13T06:00:12.000Z,Income,,,,0.0253462,TLM,Binance,,,,
2021-04-21T11:06:01.000Z,Income,,,,0.0004018,BAR,Binance,,,,
2021-04-21T12:50:30.000Z,Income,,,,0.0232675,PROM,Binance,,,,
2021-04-25T16:00:59.000Z,Income,,,,0.0008487,FORTH,Binance,,,,
2021-04-26T14:21:39.000Z,Income,,,,0.0075235,MIR,Binance,,,,
2021-04-29T07:18:41.000Z,Income,,,,0.5051323,EZ,Binance,,,,
2021-05-03T14:37:11.000Z,Income,,,,0.0012177,1INCHUP,Binance,,,,
2021-05-07T09:27:47.000Z,Income,,,,0.2928548,BCHDOWN,Binance,,,,
2021-05-10T11:00:02.000Z,Income,,,,1673.4683,SHIB,Binance,,,,
2021-05-11T01:00:42.000Z,Income,,,,0.0017384,ICP,Binance,,,,
2021-05-12T11:00:18.000Z,Income,,,,8.61,GYEN,Binance,,,,
2021-05-14T12:20:25.000Z,Income,,,,0.0000574,AR,Binance,,,,
2021-05-19T22:30:07.000Z,Income,,,,0.0025666,POLS,Binance,,,,
2021-05-27T06:20:59.000Z,Income,,,,0.0009307,MASK,Binance,,,,
2021-05-27T07:45:07.000Z,Income,,,,1491.19062,VRT,Binance,,,,
2021-06-01T04:06:05.000Z,Income,,,,0.00205,MDX,Binance,,,,
2021-06-01T12:24:21.000Z,Income,,,,40.85691,AGIX,Binance,,,,
2021-06-02T16:28:36.000Z,Income,,,,0.0035547,LPT,Binance,,,,
2021-06-04T12:15:22.000Z,Income,,,,0.01312,NU,Binance,,,,
2021-06-07T06:39:54.000Z,Income,,,,0.0041,ATA,Binance,,,,
2021-06-07T07:49:39.000Z,Income,,,,0.026363,BCHUP,Binance,,,,
2021-06-10T14:34:56.000Z,Income,,,,0.0015047,GTC,Binance,,,,
2021-06-17T08:09:33.000Z,Income,,,,0.64288,KEEP,Binance,,,,
2021-06-18T13:36:02.000Z,Income,,,,29915.717203,NFT,Binance,,,,
2021-06-21T18:01:07.000Z,Income,,,,0.3108948,1INCHDOWN,Binance,,,,
2021-07-05T15:21:15.000Z,Income,,,,0.0001763,MLN,Binance,,,,
2021-07-14T03:51:10.000Z,Income,,,,0.000738,ERN,Binance,,,,
2021-07-23T12:00:00.000Z,Income,,,,0.18573,C98,Binance,,,,
2021-07-29T15:41:15.000Z,Income,,,,0.00006355,QNT,Binance,,,,
2021-07-30T13:00:00.000Z,Income,,,,0.0081713,FLOW,Binance,,,,
2021-08-05T18:26:36.000Z,Income,,,,12256.96,XEC,Binance,,,,
2021-08-06T12:10:00.000Z,Income,,,,0.001353,BOND,Binance,,,,
2021-08-09T11:42:07.000Z,Income,,,,0.0001353,TORN,Binance,,,,
2021-08-10T02:33:16.000Z,Income,,,,0.00000041,QUICK,Binance,,,,
2021-08-10T06:00:01.000Z,Income,,,,0.219514,MINA,Binance,,,,
2021-08-11T00:44:49.000Z,Income,,,,0.00164,RAY,Binance,,,,
2021-08-11T08:35:14.000Z,Income,,,,0.00001025,FARM,Binance,,,,
2021-08-11T10:40:25.000Z,Income,,,,0.005986,ALPACA,Binance,,,,
2021-08-18T11:41:38.000Z,Income,,,,21.6052,VGX,Binance,,,,
2021-08-19T08:00:09.000Z,Income,,,,0.011439,MBOX,Binance,,,,
2021-08-23T06:30:01.000Z,Income,,,,1.88313,WAXP,Binance,,,,
2021-08-23T12:52:38.000Z,Income,,,,0.085526,CLV,Binance,,,,
2021-08-24T06:00:00.000Z,Income,,,,0.22099,TRIBE,Binance,,,,
2021-08-30T06:08:10.000Z,Income,,,,0.00013038,GNO,Binance,,,,
2021-09-09T11:50:41.000Z,Income,,,,0.00041,DYDX,Binance,,,,
2021-09-09T17:49:53.000Z,Income,,,,0.25045314,USDP,Binance,,,,
2021-09-13T07:04:37.000Z,Income,,,,0.23944,GALA,Binance,,,,
2021-09-24T06:53:36.000Z,Income,,,,0.000656,YGG,Binance,,,,
2021-09-24T13:48:05.000Z,Income,,,,0.0000164,ILV,Binance,,,,
2021-10-04T14:56:02.000Z,Income,,,,0.034153,KLAY,Binance,,,,
2021-10-05T16:02:34.000Z,Income,,,,0.001701,AGLD,Binance,,,,
2021-10-07T13:34:51.000Z,Income,,,,0.000369,RAD,Binance,,,,
2021-10-08T12:01:22.000Z,Income,,,,0.00205,BETA,Binance,,,,
2021-10-11T06:00:00.000Z,Income,,,,0.004879,RARE,Binance,,,,
2021-10-19T03:30:00.000Z,Income,,,,0.13425817,DON,Binance,,,,
2021-10-20T15:08:26.000Z,Income,,,,4.0896754,SSV,Binance,,,,
2021-10-21T12:00:07.000Z,Income,,,,0.0001968,LAZIO,Binance,,,,
2021-10-22T10:17:31.000Z,Income,,,,0.001804,CHESS,Binance,,,,
2021-11-03T20:35:37.000Z,Income,,,,0.016851,FIDA,Binance,,,,
2021-11-04T08:07:00.000Z,Income,,,,0.00615,DAR,Binance,,,,
2021-11-05T06:00:03.000Z,Income,,,,0.000738,RGT,Binance,,,,
2021-11-07T02:05:11.000Z,Income,,,,0.00003444,BNX,Binance,,,,
2021-11-08T06:19:54.000Z,Income,,,,0.00042845,MOVR,Binance,,,,
2021-11-10T08:05:03.000Z,Income,,,,0.0007749,CITY,Binance,,,,
2021-11-10T08:15:08.000Z,Income,,,,0.0000902,ENS,Binance,,,,
2021-11-15T08:24:17.000Z,Income,,,,0.52152,QI,Binance,,,,
2021-11-23T02:46:16.000Z,Income,,,,0.220498,JASMY,Binance,,,,
2021-11-23T06:48:19.000Z,Income,,,,0.60147,AMP,Binance,,,,
2021-11-24T16:49:24.000Z,Income,,,,4.4331158,BOBA,Binance,,,,
2021-11-25T17:29:16.000Z,Income,,,,0.0290362,PLA,Binance,,,,
2021-11-26T08:00:14.000Z,Income,,,,0.01129468,PYR,Binance,,,,
2021-11-27T10:00:04.000Z,Income,,,,0.1243899,RNDR,Binance,,,,
2021-12-01T11:01:16.000Z,Income,,,,0.0017548,SANTOS,Binance,,,,
2021-12-02T08:06:36.000Z,Income,,,,0.1210812,MC,Binance,,,,
2021-12-05T11:50:34.000Z,Income,,,,0.000902,PORTO,Binance,,,,
2021-12-10T15:02:50.000Z,Income,,,,0.0059942,FLUX,Binance,,,,
2021-12-14T13:24:41.000Z,Income,,,,0.006068,VOXEL,Binance,,,,
2021-12-14T14:49:33.000Z,Income,,,,18.02495906,SGB,Binance,,,,
2021-12-17T07:00:42.000Z,Income,,,,0.00641568,HIGH,Binance,,,,
2021-12-20T04:28:52.000Z,Income,,,,0.0344277,ANY,Binance,,,,
2021-12-23T16:39:26.000Z,Income,,,,955.4459717,OOKI,Binance,,,,
2021-12-24T01:38:12.000Z,Income,,,,0.00051414,CVX,Binance,,,,
2021-12-25T12:02:46.000Z,Income,,,,0.0034768,BICO,Binance,,,,
2021-12-26T08:41:48.000Z,Income,,,,0.00615,UST,Binance,,,,
